process_type,case_id,metric_name,metric_value,metric_unit
itsm,INC-0022,resolution_time_hours,20.62,hours
itsm,INC-0022,priority_weight,1.0,weight
itsm,INC-0023,resolution_time_hours,25.1,hours
itsm,INC-0023,priority_weight,2.0,weight
itsm,INC-0024,resolution_time_hours,7.8,hours
itsm,INC-0024,priority_weight,2.0,weight
itsm,INC-0025,resolution_time_hours,12.3,hours
itsm,INC-0025,priority_weight,1.0,weight
itsm,INC-0026,resolution_time_hours,18.34,hours
itsm,INC-0026,priority_weight,4.0,weight
itsm,INC-0027,resolution_time_hours,14.59,hours
itsm,INC-0027,priority_weight,4.0,weight
itsm,INC-0028,resolution_time_hours,12.77,hours
itsm,INC-0028,priority_weight,2.0,weight
itsm,INC-0029,resolution_time_hours,29.03,hours
itsm,INC-0029,priority_weight,2.0,weight
itsm,INC-0030,resolution_time_hours,16.18,hours
itsm,INC-0030,priority_weight,2.0,weight
itsm,INC-0031,resolution_time_hours,12.68,hours
itsm,INC-0031,priority_weight,1.0,weight
itsm,INC-0032,resolution_time_hours,19.42,hours
itsm,INC-0032,priority_weight,2.0,weight
itsm,INC-0033,resolution_time_hours,20.27,hours
itsm,INC-0033,priority_weight,4.0,weight
itsm,INC-0034,resolution_time_hours,24.65,hours
itsm,INC-0034,priority_weight,2.0,weight
itsm,INC-0035,resolution_time_hours,24.12,hours
itsm,INC-0035,priority_weight,4.0,weight
itsm,INC-0036,resolution_time_hours,12.75,hours
itsm,INC-0036,priority_weight,8.0,weight
itsm,INC-0037,resolution_time_hours,19.33,hours
itsm,INC-0037,priority_weight,8.0,weight
itsm,INC-0038,resolution_time_hours,25.56,hours
itsm,INC-0038,priority_weight,4.0,weight
itsm,INC-0039,resolution_time_hours,7.91,hours
itsm,INC-0039,priority_weight,1.0,weight
itsm,INC-0040,resolution_time_hours,26.43,hours
itsm,INC-0040,priority_weight,8.0,weight
itsm,INC-0041,resolution_time_hours,19.92,hours
itsm,INC-0041,priority_weight,1.0,weight
itsm,INC-0042,resolution_time_hours,23.65,hours
itsm,INC-0042,priority_weight,8.0,weight
itsm,INC-0043,resolution_time_hours,13.65,hours
itsm,INC-0043,priority_weight,8.0,weight
itsm,INC-0044,resolution_time_hours,18.43,hours
itsm,INC-0044,priority_weight,2.0,weight
itsm,INC-0045,resolution_time_hours,32.0,hours
itsm,INC-0045,priority_weight,8.0,weight
itsm,INC-0046,resolution_time_hours,23.91,hours
itsm,INC-0046,priority_weight,2.0,weight
itsm,INC-0047,resolution_time_hours,9.02,hours
itsm,INC-0047,priority_weight,1.0,weight
itsm,INC-0048,resolution_time_hours,15.32,hours
itsm,INC-0048,priority_weight,2.0,weight
itsm,INC-0049,resolution_time_hours,26.86,hours
itsm,INC-0049,priority_weight,1.0,weight
itsm,INC-0050,resolution_time_hours,21.58,hours
itsm,INC-0050,priority_weight,2.0,weight
itsm,INC-0051,resolution_time_hours,27.68,hours
itsm,INC-0051,priority_weight,1.0,weight
itsm,INC-0052,resolution_time_hours,21.75,hours
itsm,INC-0052,priority_weight,2.0,weight
itsm,INC-0053,resolution_time_hours,22.1,hours
itsm,INC-0053,priority_weight,4.0,weight
itsm,INC-0054,resolution_time_hours,21.62,hours
itsm,INC-0054,priority_weight,8.0,weight
itsm,INC-0055,resolution_time_hours,11.95,hours
itsm,INC-0055,priority_weight,2.0,weight
itsm,INC-0056,resolution_time_hours,14.07,hours
itsm,INC-0056,priority_weight,4.0,weight
itsm,INC-0057,resolution_time_hours,12.4,hours
itsm,INC-0057,priority_weight,1.0,weight
itsm,INC-0058,resolution_time_hours,17.01,hours
itsm,INC-0058,priority_weight,2.0,weight
itsm,INC-0059,resolution_time_hours,10.13,hours
itsm,INC-0059,priority_weight,8.0,weight
itsm,INC-0060,resolution_time_hours,13.87,hours
itsm,INC-0060,priority_weight,4.0,weight
itsm,INC-0061,resolution_time_hours,23.53,hours
itsm,INC-0061,priority_weight,2.0,weight
itsm,INC-0062,resolution_time_hours,11.96,hours
itsm,INC-0062,priority_weight,8.0,weight
itsm,INC-0063,resolution_time_hours,9.47,hours
itsm,INC-0063,priority_weight,1.0,weight
itsm,INC-0064,resolution_time_hours,29.48,hours
itsm,INC-0064,priority_weight,8.0,weight
itsm,INC-0065,resolution_time_hours,12.4,hours
itsm,INC-0065,priority_weight,2.0,weight
itsm,INC-0066,resolution_time_hours,29.19,hours
itsm,INC-0066,priority_weight,4.0,weight
itsm,INC-0067,resolution_time_hours,10.9,hours
itsm,INC-0067,priority_weight,2.0,weight
itsm,INC-0068,resolution_time_hours,13.67,hours
itsm,INC-0068,priority_weight,1.0,weight
itsm,INC-0069,resolution_time_hours,48.25,hours
itsm,INC-0069,priority_weight,4.0,weight
itsm,INC-0070,resolution_time_hours,35.52,hours
itsm,INC-0070,priority_weight,8.0,weight
itsm,INC-0071,resolution_time_hours,20.14,hours
itsm,INC-0071,priority_weight,8.0,weight
itsm,INC-0072,resolution_time_hours,12.41,hours
itsm,INC-0072,priority_weight,1.0,weight
itsm,INC-0073,resolution_time_hours,10.5,hours
itsm,INC-0073,priority_weight,2.0,weight
itsm,INC-0074,resolution_time_hours,28.02,hours
itsm,INC-0074,priority_weight,1.0,weight
itsm,INC-0075,resolution_time_hours,17.54,hours
itsm,INC-0075,priority_weight,4.0,weight
itsm,INC-0076,resolution_time_hours,26.42,hours
itsm,INC-0076,priority_weight,8.0,weight
itsm,INC-0077,resolution_time_hours,18.23,hours
itsm,INC-0077,priority_weight,8.0,weight
itsm,INC-0078,resolution_time_hours,26.8,hours
itsm,INC-0078,priority_weight,8.0,weight
itsm,INC-0079,resolution_time_hours,27.02,hours
itsm,INC-0079,priority_weight,2.0,weight
itsm,INC-0080,resolution_time_hours,19.72,hours
itsm,INC-0080,priority_weight,2.0,weight
itsm,INC-0081,resolution_time_hours,30.64,hours
itsm,INC-0081,priority_weight,8.0,weight
itsm,INC-0082,resolution_time_hours,9.25,hours
itsm,INC-0082,priority_weight,1.0,weight
itsm,INC-0083,resolution_time_hours,30.61,hours
itsm,INC-0083,priority_weight,8.0,weight
itsm,INC-0084,resolution_time_hours,16.61,hours
itsm,INC-0084,priority_weight,4.0,weight
itsm,INC-0085,resolution_time_hours,29.96,hours
itsm,INC-0085,priority_weight,8.0,weight
itsm,INC-0086,resolution_time_hours,10.58,hours
itsm,INC-0086,priority_weight,4.0,weight
itsm,INC-0087,resolution_time_hours,12.62,hours
itsm,INC-0087,priority_weight,4.0,weight
itsm,INC-0088,resolution_time_hours,16.44,hours
itsm,INC-0088,priority_weight,2.0,weight
itsm,INC-0089,resolution_time_hours,29.16,hours
itsm,INC-0089,priority_weight,8.0,weight
itsm,INC-0090,resolution_time_hours,16.09,hours
itsm,INC-0090,priority_weight,4.0,weight
itsm,INC-0091,resolution_time_hours,17.41,hours
itsm,INC-0091,priority_weight,1.0,weight
itsm,INC-0092,resolution_time_hours,15.93,hours
itsm,INC-0092,priority_weight,2.0,weight
itsm,INC-0093,resolution_time_hours,12.07,hours
itsm,INC-0093,priority_weight,8.0,weight
itsm,INC-0094,resolution_time_hours,24.89,hours
itsm,INC-0094,priority_weight,8.0,weight
itsm,INC-0095,resolution_time_hours,31.38,hours
itsm,INC-0095,priority_weight,4.0,weight
itsm,INC-0096,resolution_time_hours,12.58,hours
itsm,INC-0096,priority_weight,2.0,weight
itsm,INC-0097,resolution_time_hours,18.71,hours
itsm,INC-0097,priority_weight,2.0,weight
itsm,INC-0098,resolution_time_hours,27.89,hours
itsm,INC-0098,priority_weight,4.0,weight
itsm,INC-0099,resolution_time_hours,17.61,hours
itsm,INC-0099,priority_weight,2.0,weight
itsm,INC-0100,resolution_time_hours,37.8,hours
itsm,INC-0100,priority_weight,1.0,weight
itsm,INC-0101,resolution_time_hours,23.17,hours
itsm,INC-0101,priority_weight,1.0,weight
itsm,INC-0102,resolution_time_hours,21.67,hours
itsm,INC-0102,priority_weight,8.0,weight
itsm,INC-0103,resolution_time_hours,16.02,hours
itsm,INC-0103,priority_weight,4.0,weight
itsm,INC-0104,resolution_time_hours,28.46,hours
itsm,INC-0104,priority_weight,1.0,weight
itsm,INC-0105,resolution_time_hours,27.86,hours
itsm,INC-0105,priority_weight,8.0,weight
itsm,INC-0106,resolution_time_hours,14.46,hours
itsm,INC-0106,priority_weight,2.0,weight
itsm,INC-0107,resolution_time_hours,10.06,hours
itsm,INC-0107,priority_weight,1.0,weight
itsm,INC-0108,resolution_time_hours,11.27,hours
itsm,INC-0108,priority_weight,2.0,weight
itsm,INC-0109,resolution_time_hours,10.3,hours
itsm,INC-0109,priority_weight,4.0,weight
itsm,INC-0110,resolution_time_hours,14.06,hours
itsm,INC-0110,priority_weight,8.0,weight
itsm,INC-0111,resolution_time_hours,13.0,hours
itsm,INC-0111,priority_weight,8.0,weight
itsm,INC-0112,resolution_time_hours,26.67,hours
itsm,INC-0112,priority_weight,1.0,weight
itsm,INC-0113,resolution_time_hours,18.15,hours
itsm,INC-0113,priority_weight,1.0,weight
itsm,INC-0114,resolution_time_hours,27.09,hours
itsm,INC-0114,priority_weight,2.0,weight
itsm,INC-0115,resolution_time_hours,12.71,hours
itsm,INC-0115,priority_weight,1.0,weight
itsm,INC-0116,resolution_time_hours,10.32,hours
itsm,INC-0116,priority_weight,4.0,weight
itsm,INC-0117,resolution_time_hours,22.38,hours
itsm,INC-0117,priority_weight,2.0,weight
itsm,INC-0118,resolution_time_hours,17.53,hours
itsm,INC-0118,priority_weight,4.0,weight
itsm,INC-0119,resolution_time_hours,9.29,hours
itsm,INC-0119,priority_weight,8.0,weight
itsm,INC-0120,resolution_time_hours,14.03,hours
itsm,INC-0120,priority_weight,1.0,weight
itsm,INC-0121,resolution_time_hours,18.56,hours
itsm,INC-0121,priority_weight,1.0,weight
itsm,INC-0122,resolution_time_hours,13.55,hours
itsm,INC-0122,priority_weight,4.0,weight
itsm,INC-0123,resolution_time_hours,31.83,hours
itsm,INC-0123,priority_weight,2.0,weight
itsm,INC-0124,resolution_time_hours,30.77,hours
itsm,INC-0124,priority_weight,8.0,weight
itsm,INC-0125,resolution_time_hours,16.56,hours
itsm,INC-0125,priority_weight,4.0,weight
itsm,INC-0126,resolution_time_hours,20.15,hours
itsm,INC-0126,priority_weight,1.0,weight
itsm,INC-0127,resolution_time_hours,46.71,hours
itsm,INC-0127,priority_weight,2.0,weight
itsm,INC-0128,resolution_time_hours,28.27,hours
itsm,INC-0128,priority_weight,2.0,weight
itsm,INC-0129,resolution_time_hours,38.52,hours
itsm,INC-0129,priority_weight,8.0,weight
itsm,INC-0130,resolution_time_hours,9.64,hours
itsm,INC-0130,priority_weight,1.0,weight
itsm,INC-0131,resolution_time_hours,14.7,hours
itsm,INC-0131,priority_weight,1.0,weight
itsm,INC-0132,resolution_time_hours,25.24,hours
itsm,INC-0132,priority_weight,4.0,weight
itsm,INC-0133,resolution_time_hours,19.03,hours
itsm,INC-0133,priority_weight,4.0,weight
itsm,INC-0134,resolution_time_hours,23.06,hours
itsm,INC-0134,priority_weight,8.0,weight
itsm,INC-0135,resolution_time_hours,19.74,hours
itsm,INC-0135,priority_weight,1.0,weight
itsm,INC-0136,resolution_time_hours,45.55,hours
itsm,INC-0136,priority_weight,1.0,weight
itsm,INC-0137,resolution_time_hours,23.42,hours
itsm,INC-0137,priority_weight,4.0,weight
itsm,INC-0138,resolution_time_hours,12.27,hours
itsm,INC-0138,priority_weight,2.0,weight
itsm,INC-0139,resolution_time_hours,26.7,hours
itsm,INC-0139,priority_weight,8.0,weight
itsm,INC-0140,resolution_time_hours,31.91,hours
itsm,INC-0140,priority_weight,8.0,weight
itsm,INC-0141,resolution_time_hours,23.64,hours
itsm,INC-0141,priority_weight,1.0,weight
itsm,INC-0142,resolution_time_hours,14.24,hours
itsm,INC-0142,priority_weight,8.0,weight
itsm,INC-0143,resolution_time_hours,24.4,hours
itsm,INC-0143,priority_weight,1.0,weight
itsm,INC-0144,resolution_time_hours,14.55,hours
itsm,INC-0144,priority_weight,8.0,weight
itsm,INC-0145,resolution_time_hours,13.72,hours
itsm,INC-0145,priority_weight,4.0,weight
itsm,INC-0146,resolution_time_hours,22.96,hours
itsm,INC-0146,priority_weight,8.0,weight
itsm,INC-0147,resolution_time_hours,18.38,hours
itsm,INC-0147,priority_weight,2.0,weight
itsm,INC-0148,resolution_time_hours,24.22,hours
itsm,INC-0148,priority_weight,1.0,weight
itsm,INC-0149,resolution_time_hours,18.79,hours
itsm,INC-0149,priority_weight,2.0,weight
itsm,INC-0150,resolution_time_hours,47.52,hours
itsm,INC-0150,priority_weight,8.0,weight
billing,BILL-0001,cycle_time_days,20,days
billing,BILL-0001,amount,3639065,JPY
billing,BILL-0002,cycle_time_days,30,days
billing,BILL-0002,amount,671524,JPY
billing,BILL-0003,cycle_time_days,16,days
billing,BILL-0003,amount,4225889,JPY
billing,BILL-0004,cycle_time_days,49,days
billing,BILL-0004,amount,2842158,JPY
billing,BILL-0005,cycle_time_days,27,days
billing,BILL-0005,amount,1778388,JPY
billing,BILL-0006,cycle_time_days,31,days
billing,BILL-0006,amount,4061234,JPY
billing,BILL-0007,cycle_time_days,32,days
billing,BILL-0007,amount,2688620,JPY
billing,BILL-0008,cycle_time_days,16,days
billing,BILL-0008,amount,2444474,JPY
billing,BILL-0009,cycle_time_days,44,days
billing,BILL-0009,amount,4327824,JPY
billing,BILL-0010,cycle_time_days,26,days
billing,BILL-0010,amount,1814762,JPY
billing,BILL-0011,cycle_time_days,41,days
billing,BILL-0011,amount,2407031,JPY
billing,BILL-0012,cycle_time_days,35,days
billing,BILL-0012,amount,3079705,JPY
billing,BILL-0013,cycle_time_days,43,days
billing,BILL-0013,amount,3787846,JPY
billing,BILL-0014,cycle_time_days,37,days
billing,BILL-0014,amount,1220202,JPY
billing,BILL-0015,cycle_time_days,44,days
billing,BILL-0015,amount,1182567,JPY
billing,BILL-0016,cycle_time_days,33,days
billing,BILL-0016,amount,4265666,JPY
billing,BILL-0017,cycle_time_days,54,days
billing,BILL-0017,amount,929429,JPY
billing,BILL-0018,cycle_time_days,42,days
billing,BILL-0018,amount,2237430,JPY
billing,BILL-0019,cycle_time_days,56,days
billing,BILL-0019,amount,3199267,JPY
billing,BILL-0020,cycle_time_days,39,days
billing,BILL-0020,amount,4219567,JPY
billing,BILL-0021,cycle_time_days,47,days
billing,BILL-0021,amount,2736713,JPY
billing,BILL-0022,cycle_time_days,46,days
billing,BILL-0022,amount,2981974,JPY
billing,BILL-0023,cycle_time_days,27,days
billing,BILL-0023,amount,2350475,JPY
billing,BILL-0024,cycle_time_days,57,days
billing,BILL-0024,amount,4112055,JPY
billing,BILL-0025,cycle_time_days,48,days
billing,BILL-0025,amount,4566615,JPY
billing,BILL-0026,cycle_time_days,54,days
billing,BILL-0026,amount,2161207,JPY
billing,BILL-0027,cycle_time_days,17,days
billing,BILL-0027,amount,4932691,JPY
billing,BILL-0028,cycle_time_days,38,days
billing,BILL-0028,amount,2780703,JPY
billing,BILL-0029,cycle_time_days,37,days
billing,BILL-0029,amount,4000457,JPY
billing,BILL-0030,cycle_time_days,60,days
billing,BILL-0030,amount,760450,JPY
billing,BILL-0031,cycle_time_days,23,days
billing,BILL-0031,amount,3515473,JPY
billing,BILL-0032,cycle_time_days,29,days
billing,BILL-0032,amount,324289,JPY
billing,BILL-0033,cycle_time_days,53,days
billing,BILL-0033,amount,4567534,JPY
billing,BILL-0034,cycle_time_days,19,days
billing,BILL-0034,amount,2783979,JPY
billing,BILL-0035,cycle_time_days,52,days
billing,BILL-0035,amount,3411499,JPY
billing,BILL-0036,cycle_time_days,27,days
billing,BILL-0036,amount,3757489,JPY
billing,BILL-0037,cycle_time_days,27,days
billing,BILL-0037,amount,531136,JPY
billing,BILL-0038,cycle_time_days,56,days
billing,BILL-0038,amount,2618672,JPY
billing,BILL-0039,cycle_time_days,19,days
billing,BILL-0039,amount,4021280,JPY
billing,BILL-0040,cycle_time_days,60,days
billing,BILL-0040,amount,4519025,JPY
billing,BILL-0041,cycle_time_days,40,days
billing,BILL-0041,amount,4440637,JPY
billing,BILL-0042,cycle_time_days,23,days
billing,BILL-0042,amount,4814169,JPY
billing,BILL-0043,cycle_time_days,15,days
billing,BILL-0043,amount,3813665,JPY
billing,BILL-0044,cycle_time_days,57,days
billing,BILL-0044,amount,192623,JPY
billing,BILL-0045,cycle_time_days,16,days
billing,BILL-0045,amount,3970020,JPY
billing,BILL-0046,cycle_time_days,37,days
billing,BILL-0046,amount,3151205,JPY
billing,BILL-0047,cycle_time_days,20,days
billing,BILL-0047,amount,1507145,JPY
billing,BILL-0048,cycle_time_days,31,days
billing,BILL-0048,amount,3893958,JPY
billing,BILL-0049,cycle_time_days,20,days
billing,BILL-0049,amount,2322317,JPY
billing,BILL-0050,cycle_time_days,13,days
billing,BILL-0050,amount,2028855,JPY
billing,BILL-0051,cycle_time_days,27,days
billing,BILL-0051,amount,381084,JPY
billing,BILL-0052,cycle_time_days,30,days
billing,BILL-0052,amount,1974289,JPY
billing,BILL-0053,cycle_time_days,21,days
billing,BILL-0053,amount,4382570,JPY
billing,BILL-0054,cycle_time_days,22,days
billing,BILL-0054,amount,3593618,JPY
billing,BILL-0055,cycle_time_days,33,days
billing,BILL-0055,amount,3502384,JPY
billing,BILL-0056,cycle_time_days,31,days
billing,BILL-0056,amount,1220910,JPY
billing,BILL-0057,cycle_time_days,27,days
billing,BILL-0057,amount,1715712,JPY
billing,BILL-0058,cycle_time_days,52,days
billing,BILL-0058,amount,341748,JPY
billing,BILL-0059,cycle_time_days,33,days
billing,BILL-0059,amount,2553325,JPY
billing,BILL-0060,cycle_time_days,27,days
billing,BILL-0060,amount,1725580,JPY
billing,BILL-0061,cycle_time_days,30,days
billing,BILL-0061,amount,2204137,JPY
billing,BILL-0062,cycle_time_days,31,days
billing,BILL-0062,amount,1713956,JPY
billing,BILL-0063,cycle_time_days,47,days
billing,BILL-0063,amount,4909214,JPY
billing,BILL-0064,cycle_time_days,26,days
billing,BILL-0064,amount,4198444,JPY
billing,BILL-0065,cycle_time_days,59,days
billing,BILL-0065,amount,4125414,JPY
billing,BILL-0066,cycle_time_days,45,days
billing,BILL-0066,amount,502680,JPY
billing,BILL-0067,cycle_time_days,39,days
billing,BILL-0067,amount,1163362,JPY
billing,BILL-0068,cycle_time_days,50,days
billing,BILL-0068,amount,4063410,JPY
billing,BILL-0069,cycle_time_days,57,days
billing,BILL-0069,amount,3621909,JPY
billing,BILL-0070,cycle_time_days,35,days
billing,BILL-0070,amount,3416004,JPY
billing,BILL-0071,cycle_time_days,52,days
billing,BILL-0071,amount,275788,JPY
billing,BILL-0072,cycle_time_days,16,days
billing,BILL-0072,amount,4203116,JPY
billing,BILL-0073,cycle_time_days,14,days
billing,BILL-0073,amount,1937421,JPY
billing,BILL-0074,cycle_time_days,28,days
billing,BILL-0074,amount,4565271,JPY
billing,BILL-0075,cycle_time_days,17,days
billing,BILL-0075,amount,2520516,JPY
billing,BILL-0076,cycle_time_days,36,days
billing,BILL-0076,amount,1183990,JPY
billing,BILL-0077,cycle_time_days,52,days
billing,BILL-0077,amount,3337786,JPY
billing,BILL-0078,cycle_time_days,36,days
billing,BILL-0078,amount,3632603,JPY
billing,BILL-0079,cycle_time_days,56,days
billing,BILL-0079,amount,626618,JPY
billing,BILL-0080,cycle_time_days,41,days
billing,BILL-0080,amount,3029206,JPY
billing,BILL-0081,cycle_time_days,17,days
billing,BILL-0081,amount,230300,JPY
billing,BILL-0082,cycle_time_days,29,days
billing,BILL-0082,amount,3481290,JPY
billing,BILL-0083,cycle_time_days,22,days
billing,BILL-0083,amount,3203811,JPY
billing,BILL-0084,cycle_time_days,28,days
billing,BILL-0084,amount,2078547,JPY
billing,BILL-0085,cycle_time_days,34,days
billing,BILL-0085,amount,3702857,JPY
billing,BILL-0086,cycle_time_days,50,days
billing,BILL-0086,amount,1694864,JPY
billing,BILL-0087,cycle_time_days,44,days
billing,BILL-0087,amount,4840825,JPY
billing,BILL-0088,cycle_time_days,24,days
billing,BILL-0088,amount,4977960,JPY
billing,BILL-0089,cycle_time_days,24,days
billing,BILL-0089,amount,3688026,JPY
billing,BILL-0090,cycle_time_days,52,days
billing,BILL-0090,amount,2550344,JPY
billing,BILL-0091,cycle_time_days,49,days
billing,BILL-0091,amount,4030112,JPY
billing,BILL-0092,cycle_time_days,62,days
billing,BILL-0092,amount,3025951,JPY
billing,BILL-0093,cycle_time_days,33,days
billing,BILL-0093,amount,1405348,JPY
billing,BILL-0094,cycle_time_days,33,days
billing,BILL-0094,amount,3620922,JPY
billing,BILL-0095,cycle_time_days,47,days
billing,BILL-0095,amount,1864148,JPY
billing,BILL-0096,cycle_time_days,13,days
billing,BILL-0096,amount,4059777,JPY
billing,BILL-0097,cycle_time_days,33,days
billing,BILL-0097,amount,2626325,JPY
billing,BILL-0098,cycle_time_days,55,days
billing,BILL-0098,amount,3805402,JPY
billing,BILL-0099,cycle_time_days,60,days
billing,BILL-0099,amount,2056090,JPY
billing,BILL-0100,cycle_time_days,36,days
billing,BILL-0100,amount,1557293,JPY
billing,BILL-0101,cycle_time_days,48,days
billing,BILL-0101,amount,3613350,JPY
billing,BILL-0102,cycle_time_days,47,days
billing,BILL-0102,amount,863558,JPY
billing,BILL-0103,cycle_time_days,44,days
billing,BILL-0103,amount,2639024,JPY
billing,BILL-0104,cycle_time_days,22,days
billing,BILL-0104,amount,2505148,JPY
billing,BILL-0105,cycle_time_days,34,days
billing,BILL-0105,amount,1195801,JPY
billing,BILL-0106,cycle_time_days,46,days
billing,BILL-0106,amount,1463198,JPY
billing,BILL-0107,cycle_time_days,33,days
billing,BILL-0107,amount,90391,JPY
billing,BILL-0108,cycle_time_days,55,days
billing,BILL-0108,amount,4134895,JPY
billing,BILL-0109,cycle_time_days,25,days
billing,BILL-0109,amount,2460227,JPY
billing,BILL-0110,cycle_time_days,60,days
billing,BILL-0110,amount,4164989,JPY
billing,BILL-0111,cycle_time_days,45,days
billing,BILL-0111,amount,359054,JPY
billing,BILL-0112,cycle_time_days,30,days
billing,BILL-0112,amount,280368,JPY
billing,BILL-0113,cycle_time_days,26,days
billing,BILL-0113,amount,1770585,JPY
billing,BILL-0114,cycle_time_days,62,days
billing,BILL-0114,amount,1743251,JPY
billing,BILL-0115,cycle_time_days,56,days
billing,BILL-0115,amount,2464797,JPY
billing,BILL-0116,cycle_time_days,20,days
billing,BILL-0116,amount,3462719,JPY
billing,BILL-0117,cycle_time_days,38,days
billing,BILL-0117,amount,4115877,JPY
billing,BILL-0118,cycle_time_days,60,days
billing,BILL-0118,amount,790935,JPY
billing,BILL-0119,cycle_time_days,32,days
billing,BILL-0119,amount,4891796,JPY
billing,BILL-0120,cycle_time_days,16,days
billing,BILL-0120,amount,4493077,JPY
billing,BILL-0121,cycle_time_days,47,days
billing,BILL-0121,amount,4858058,JPY
billing,BILL-0122,cycle_time_days,17,days
billing,BILL-0122,amount,3865251,JPY
billing,BILL-0123,cycle_time_days,54,days
billing,BILL-0123,amount,2542231,JPY
billing,BILL-0124,cycle_time_days,21,days
billing,BILL-0124,amount,444423,JPY
billing,BILL-0125,cycle_time_days,18,days
billing,BILL-0125,amount,19112,JPY
billing,BILL-0126,cycle_time_days,55,days
billing,BILL-0126,amount,2892108,JPY
billing,BILL-0127,cycle_time_days,16,days
billing,BILL-0127,amount,875717,JPY
billing,BILL-0128,cycle_time_days,52,days
billing,BILL-0128,amount,1208338,JPY
billing,BILL-0129,cycle_time_days,51,days
billing,BILL-0129,amount,1279818,JPY
billing,BILL-0130,cycle_time_days,18,days
billing,BILL-0130,amount,4955704,JPY
billing,BILL-0131,cycle_time_days,46,days
billing,BILL-0131,amount,2400088,JPY
billing,BILL-0132,cycle_time_days,24,days
billing,BILL-0132,amount,3296245,JPY
billing,BILL-0133,cycle_time_days,27,days
billing,BILL-0133,amount,4200802,JPY
billing,BILL-0134,cycle_time_days,20,days
billing,BILL-0134,amount,3255034,JPY
billing,BILL-0135,cycle_time_days,15,days
billing,BILL-0135,amount,150000,JPY
billing,BILL-0136,cycle_time_days,38,days
billing,BILL-0136,amount,3563206,JPY
billing,BILL-0137,cycle_time_days,22,days
billing,BILL-0137,amount,4509566,JPY
billing,BILL-0138,cycle_time_days,56,days
billing,BILL-0138,amount,3679898,JPY
billing,BILL-0139,cycle_time_days,30,days
billing,BILL-0139,amount,1483424,JPY
billing,BILL-0140,cycle_time_days,43,days
billing,BILL-0140,amount,2184721,JPY
billing,BILL-0141,cycle_time_days,13,days
billing,BILL-0141,amount,2820276,JPY
billing,BILL-0142,cycle_time_days,40,days
billing,BILL-0142,amount,4294748,JPY
billing,BILL-0143,cycle_time_days,60,days
billing,BILL-0143,amount,4278332,JPY
billing,BILL-0144,cycle_time_days,20,days
billing,BILL-0144,amount,1511233,JPY
billing,BILL-0145,cycle_time_days,38,days
billing,BILL-0145,amount,2693810,JPY
billing,BILL-0146,cycle_time_days,44,days
billing,BILL-0146,amount,395276,JPY
billing,BILL-0147,cycle_time_days,46,days
billing,BILL-0147,amount,3841464,JPY
billing,BILL-0148,cycle_time_days,35,days
billing,BILL-0148,amount,4973463,JPY
billing,BILL-0149,cycle_time_days,38,days
billing,BILL-0149,amount,210573,JPY
billing,BILL-0150,cycle_time_days,32,days
billing,BILL-0150,amount,881987,JPY
billing,BILL-0151,cycle_time_days,29,days
billing,BILL-0151,amount,790364,JPY
billing,BILL-0152,cycle_time_days,59,days
billing,BILL-0152,amount,722213,JPY
billing,BILL-0153,cycle_time_days,29,days
billing,BILL-0153,amount,2652486,JPY
billing,BILL-0154,cycle_time_days,23,days
billing,BILL-0154,amount,1151788,JPY
