process_type,case_id,metric_name,metric_value,metric_unit
order-to-cash,ORD-0028,profit_margin,0.105,percent
order-to-cash,ORD-0028,quantity,98,count
order-to-cash,ORD-0029,revenue,110869,JPY
order-to-cash,ORD-0029,profit_margin,0.197,percent
order-to-cash,ORD-0029,quantity,86,count
order-to-cash,ORD-0030,revenue,845038,JPY
order-to-cash,ORD-0030,profit_margin,0.182,percent
order-to-cash,ORD-0030,quantity,59,count
order-to-cash,ORD-0031,revenue,1631741,JPY
order-to-cash,ORD-0031,profit_margin,0.108,percent
order-to-cash,ORD-0031,quantity,32,count
order-to-cash,ORD-0032,revenue,702295,JPY
order-to-cash,ORD-0032,profit_margin,0.127,percent
order-to-cash,ORD-0032,quantity,4,count
order-to-cash,ORD-0033,revenue,136128,JPY
order-to-cash,ORD-0033,profit_margin,0.187,percent
order-to-cash,ORD-0033,quantity,55,count
order-to-cash,ORD-0034,revenue,1978578,JPY
order-to-cash,ORD-0034,profit_margin,0.235,percent
order-to-cash,ORD-0034,quantity,62,count
order-to-cash,ORD-0035,revenue,1072466,JPY
order-to-cash,ORD-0035,profit_margin,0.153,percent
order-to-cash,ORD-0035,quantity,34,count
order-to-cash,ORD-0036,revenue,86161,JPY
order-to-cash,ORD-0036,profit_margin,0.123,percent
order-to-cash,ORD-0036,quantity,29,count
order-to-cash,ORD-0037,revenue,300724,JPY
order-to-cash,ORD-0037,profit_margin,0.286,percent
order-to-cash,ORD-0037,quantity,98,count
order-to-cash,ORD-0038,revenue,164349,JPY
order-to-cash,ORD-0038,profit_margin,0.238,percent
order-to-cash,ORD-0038,quantity,90,count
order-to-cash,ORD-0039,revenue,570494,JPY
order-to-cash,ORD-0039,profit_margin,0.13,percent
order-to-cash,ORD-0039,quantity,98,count
order-to-cash,ORD-0040,revenue,220262,JPY
order-to-cash,ORD-0040,profit_margin,0.139,percent
order-to-cash,ORD-0040,quantity,23,count
order-to-cash,ORD-0041,revenue,1436601,JPY
order-to-cash,ORD-0041,profit_margin,0.301,percent
order-to-cash,ORD-0041,quantity,26,count
order-to-cash,ORD-0042,revenue,894121,JPY
order-to-cash,ORD-0042,profit_margin,0.336,percent
order-to-cash,ORD-0042,quantity,65,count
order-to-cash,ORD-0043,revenue,134371,JPY
order-to-cash,ORD-0043,profit_margin,0.291,percent
order-to-cash,ORD-0043,quantity,23,count
order-to-cash,ORD-0044,revenue,1089073,JPY
order-to-cash,ORD-0044,profit_margin,0.172,percent
order-to-cash,ORD-0044,quantity,52,count
order-to-cash,ORD-0045,revenue,1095415,JPY
order-to-cash,ORD-0045,profit_margin,0.256,percent
order-to-cash,ORD-0045,quantity,98,count
order-to-cash,ORD-0046,revenue,1017726,JPY
order-to-cash,ORD-0046,profit_margin,0.337,percent
order-to-cash,ORD-0046,quantity,83,count
order-to-cash,ORD-0047,revenue,1670417,JPY
order-to-cash,ORD-0047,profit_margin,0.298,percent
order-to-cash,ORD-0047,quantity,54,count
order-to-cash,ORD-0048,revenue,1873686,JPY
order-to-cash,ORD-0048,profit_margin,0.147,percent
order-to-cash,ORD-0048,quantity,90,count
order-to-cash,ORD-0049,revenue,1103380,JPY
order-to-cash,ORD-0049,profit_margin,0.341,percent
order-to-cash,ORD-0049,quantity,43,count
order-to-cash,ORD-0050,revenue,1169087,JPY
order-to-cash,ORD-0050,profit_margin,0.195,percent
order-to-cash,ORD-0050,quantity,41,count
