process_type,case_id,metric_name,metric_value,metric_unit
invoice-approval,INV-0095,processing_days,12,days
invoice-approval,INV-0095,amount,1158361,JPY
invoice-approval,INV-0096,processing_days,24,days
invoice-approval,INV-0096,amount,685849,JPY
invoice-approval,INV-0097,processing_days,18,days
invoice-approval,INV-0097,amount,1610806,JPY
invoice-approval,INV-0098,processing_days,14,days
invoice-approval,INV-0098,amount,1254405,JPY
invoice-approval,INV-0099,processing_days,6,days
invoice-approval,INV-0099,amount,1623001,JPY
invoice-approval,INV-0100,processing_days,17,days
invoice-approval,INV-0100,amount,332380,JPY
invoice-approval,INV-0101,processing_days,24,days
invoice-approval,INV-0101,amount,1929937,JPY
invoice-approval,INV-0102,processing_days,25,days
invoice-approval,INV-0102,amount,1723648,JPY
invoice-approval,INV-0103,processing_days,30,days
invoice-approval,INV-0103,amount,706265,JPY
invoice-approval,INV-0104,processing_days,7,days
invoice-approval,INV-0104,amount,1334357,JPY
invoice-approval,INV-0105,processing_days,12,days
invoice-approval,INV-0105,amount,326278,JPY
invoice-approval,INV-0106,processing_days,20,days
invoice-approval,INV-0106,amount,612719,JPY
invoice-approval,INV-0107,processing_days,18,days
invoice-approval,INV-0107,amount,1057399,JPY
invoice-approval,INV-0108,processing_days,23,days
invoice-approval,INV-0108,amount,1296838,JPY
invoice-approval,INV-0109,processing_days,28,days
invoice-approval,INV-0109,amount,872344,JPY
invoice-approval,INV-0110,processing_days,18,days
invoice-approval,INV-0110,amount,1297309,JPY
invoice-approval,INV-0111,processing_days,30,days
invoice-approval,INV-0111,amount,1793376,JPY
invoice-approval,INV-0112,processing_days,7,days
invoice-approval,INV-0112,amount,724892,JPY
invoice-approval,INV-0113,processing_days,22,days
invoice-approval,INV-0113,amount,1578608,JPY
invoice-approval,INV-0114,processing_days,28,days
invoice-approval,INV-0114,amount,1109777,JPY
invoice-approval,INV-0115,processing_days,6,days
invoice-approval,INV-0115,amount,144665,JPY
invoice-approval,INV-0116,processing_days,26,days
invoice-approval,INV-0116,amount,815597,JPY
invoice-approval,INV-0117,processing_days,12,days
invoice-approval,INV-0117,amount,422071,JPY
invoice-approval,INV-0118,processing_days,18,days
invoice-approval,INV-0118,amount,1566100,JPY
invoice-approval,INV-0119,processing_days,15,days
invoice-approval,INV-0119,amount,1707662,JPY
invoice-approval,INV-0120,processing_days,14,days
invoice-approval,INV-0120,amount,478081,JPY
invoice-approval,INV-0121,processing_days,26,days
invoice-approval,INV-0121,amount,1444743,JPY
invoice-approval,INV-0122,processing_days,11,days
invoice-approval,INV-0122,amount,438601,JPY
invoice-approval,INV-0123,processing_days,22,days
invoice-approval,INV-0123,amount,1912491,JPY
invoice-approval,INV-0124,processing_days,24,days
invoice-approval,INV-0124,amount,1122701,JPY
invoice-approval,INV-0125,processing_days,34,days
invoice-approval,INV-0125,amount,1963254,JPY
invoice-approval,INV-0126,processing_days,30,days
invoice-approval,INV-0126,amount,489256,JPY
invoice-approval,INV-0127,processing_days,25,days
invoice-approval,INV-0127,amount,988068,JPY
invoice-approval,INV-0128,processing_days,19,days
invoice-approval,INV-0128,amount,1608354,JPY
invoice-approval,INV-0129,processing_days,20,days
invoice-approval,INV-0129,amount,1823501,JPY
invoice-approval,INV-0130,processing_days,29,days
invoice-approval,INV-0130,amount,1733742,JPY
invoice-approval,INV-0131,processing_days,29,days
invoice-approval,INV-0131,amount,1655290,JPY
invoice-approval,INV-0132,processing_days,14,days
invoice-approval,INV-0132,amount,1174583,JPY
invoice-approval,INV-0133,processing_days,15,days
invoice-approval,INV-0133,amount,972515,JPY
invoice-approval,INV-0134,processing_days,20,days
invoice-approval,INV-0134,amount,194668,JPY
invoice-approval,INV-0135,processing_days,20,days
invoice-approval,INV-0135,amount,57244,JPY
invoice-approval,INV-0136,processing_days,26,days
invoice-approval,INV-0136,amount,1907457,JPY
invoice-approval,INV-0137,processing_days,28,days
invoice-approval,INV-0137,amount,810489,JPY
invoice-approval,INV-0138,processing_days,28,days
invoice-approval,INV-0138,amount,1814155,JPY
invoice-approval,INV-0139,processing_days,14,days
invoice-approval,INV-0139,amount,430410,JPY
invoice-approval,INV-0140,processing_days,21,days
invoice-approval,INV-0140,amount,503867,JPY
invoice-approval,INV-0141,processing_days,30,days
invoice-approval,INV-0141,amount,1174264,JPY
invoice-approval,INV-0142,processing_days,15,days
invoice-approval,INV-0142,amount,107826,JPY
invoice-approval,INV-0143,processing_days,24,days
invoice-approval,INV-0143,amount,377075,JPY
invoice-approval,INV-0144,processing_days,8,days
invoice-approval,INV-0144,amount,1595568,JPY
invoice-approval,INV-0145,processing_days,22,days
invoice-approval,INV-0145,amount,445077,JPY
invoice-approval,INV-0146,processing_days,29,days
invoice-approval,INV-0146,amount,1449212,JPY
invoice-approval,INV-0147,processing_days,11,days
invoice-approval,INV-0147,amount,1293259,JPY
invoice-approval,INV-0148,processing_days,16,days
invoice-approval,INV-0148,amount,410915,JPY
invoice-approval,INV-0149,processing_days,19,days
invoice-approval,INV-0149,amount,873307,JPY
invoice-approval,INV-0150,processing_days,18,days
invoice-approval,INV-0150,amount,1067605,JPY
invoice-approval,INV-0151,processing_days,7,days
invoice-approval,INV-0151,amount,1749920,JPY
invoice-approval,INV-0152,processing_days,11,days
invoice-approval,INV-0152,amount,1014769,JPY
invoice-approval,INV-0153,processing_days,30,days
invoice-approval,INV-0153,amount,122487,JPY
invoice-approval,INV-0154,processing_days,31,days
invoice-approval,INV-0154,amount,1926382,JPY
invoice-approval,INV-0155,processing_days,24,days
invoice-approval,INV-0155,amount,1275222,JPY
invoice-approval,INV-0156,processing_days,15,days
invoice-approval,INV-0156,amount,872947,JPY
invoice-approval,INV-0157,processing_days,9,days
invoice-approval,INV-0157,amount,789787,JPY
invoice-approval,INV-0158,processing_days,17,days
invoice-approval,INV-0158,amount,1942006,JPY
invoice-approval,INV-0159,processing_days,36,days
invoice-approval,INV-0159,amount,81656,JPY
invoice-approval,INV-0160,processing_days,7,days
invoice-approval,INV-0160,amount,703959,JPY
invoice-approval,INV-0161,processing_days,13,days
invoice-approval,INV-0161,amount,677934,JPY
invoice-approval,INV-0162,processing_days,13,days
invoice-approval,INV-0162,amount,245040,JPY
invoice-approval,INV-0163,processing_days,28,days
invoice-approval,INV-0163,amount,1691116,JPY
invoice-approval,INV-0164,processing_days,6,days
invoice-approval,INV-0164,amount,992204,JPY
invoice-approval,INV-0165,processing_days,27,days
invoice-approval,INV-0165,amount,1758584,JPY
invoice-approval,INV-0166,processing_days,24,days
invoice-approval,INV-0166,amount,169722,JPY
invoice-approval,INV-0167,processing_days,26,days
invoice-approval,INV-0167,amount,1494430,JPY
invoice-approval,INV-0168,processing_days,11,days
invoice-approval,INV-0168,amount,1472198,JPY
invoice-approval,INV-0169,processing_days,20,days
invoice-approval,INV-0169,amount,972293,JPY
invoice-approval,INV-0170,processing_days,9,days
invoice-approval,INV-0170,amount,688398,JPY
invoice-approval,INV-0171,processing_days,23,days
invoice-approval,INV-0171,amount,338489,JPY
invoice-approval,INV-0172,processing_days,32,days
invoice-approval,INV-0172,amount,722647,JPY
invoice-approval,INV-0173,processing_days,10,days
invoice-approval,INV-0173,amount,1246856,JPY
invoice-approval,INV-0174,processing_days,10,days
invoice-approval,INV-0174,amount,1442615,JPY
invoice-approval,INV-0175,processing_days,13,days
invoice-approval,INV-0175,amount,1592707,JPY
invoice-approval,INV-0176,processing_days,16,days
invoice-approval,INV-0176,amount,633590,JPY
invoice-approval,INV-0177,processing_days,26,days
invoice-approval,INV-0177,amount,22027,JPY
invoice-approval,INV-0178,processing_days,19,days
invoice-approval,INV-0178,amount,235054,JPY
invoice-approval,INV-0179,processing_days,20,days
invoice-approval,INV-0179,amount,1148196,JPY
invoice-approval,INV-0180,processing_days,11,days
invoice-approval,INV-0180,amount,609967,JPY
invoice-approval,INV-0181,processing_days,16,days
invoice-approval,INV-0181,amount,1351880,JPY
invoice-approval,INV-0182,processing_days,23,days
invoice-approval,INV-0182,amount,1724814,JPY
invoice-approval,INV-0183,processing_days,26,days
invoice-approval,INV-0183,amount,1213698,JPY
invoice-approval,INV-0184,processing_days,31,days
invoice-approval,INV-0184,amount,1638408,JPY
invoice-approval,INV-0185,processing_days,26,days
invoice-approval,INV-0185,amount,660359,JPY
invoice-approval,INV-0186,processing_days,29,days
invoice-approval,INV-0186,amount,700235,JPY
invoice-approval,INV-0187,processing_days,31,days
invoice-approval,INV-0187,amount,1187177,JPY
invoice-approval,INV-0188,processing_days,15,days
invoice-approval,INV-0188,amount,1065311,JPY
invoice-approval,INV-0189,processing_days,10,days
invoice-approval,INV-0189,amount,1913684,JPY
invoice-approval,INV-0190,processing_days,12,days
invoice-approval,INV-0190,amount,1681404,JPY
invoice-approval,INV-0191,processing_days,31,days
invoice-approval,INV-0191,amount,871014,JPY
invoice-approval,INV-0192,processing_days,27,days
invoice-approval,INV-0192,amount,559477,JPY
invoice-approval,INV-0193,processing_days,14,days
invoice-approval,INV-0193,amount,801499,JPY
invoice-approval,INV-0194,processing_days,19,days
invoice-approval,INV-0194,amount,806120,JPY
invoice-approval,INV-0195,processing_days,20,days
invoice-approval,INV-0195,amount,1285281,JPY
invoice-approval,INV-0196,processing_days,28,days
invoice-approval,INV-0196,amount,1575957,JPY
invoice-approval,INV-0197,processing_days,23,days
invoice-approval,INV-0197,amount,27183,JPY
invoice-approval,INV-0198,processing_days,29,days
invoice-approval,INV-0198,amount,599116,JPY
invoice-approval,INV-0199,processing_days,25,days
invoice-approval,INV-0199,amount,1343156,JPY
invoice-approval,INV-0200,processing_days,32,days
invoice-approval,INV-0200,amount,392487,JPY
