process_type,case_id,metric_name,metric_value,metric_unit
itsm,INC-0101,resolution_time_hours,25.23,hours
itsm,INC-0101,priority_weight,4.0,weight
itsm,INC-0102,resolution_time_hours,25.2,hours
itsm,INC-0102,priority_weight,2.0,weight
itsm,INC-0103,resolution_time_hours,13.85,hours
itsm,INC-0103,priority_weight,4.0,weight
itsm,INC-0104,resolution_time_hours,15.14,hours
itsm,INC-0104,priority_weight,4.0,weight
itsm,INC-0105,resolution_time_hours,38.61,hours
itsm,INC-0105,priority_weight,2.0,weight
itsm,INC-0106,resolution_time_hours,32.32,hours
itsm,INC-0106,priority_weight,8.0,weight
itsm,INC-0107,resolution_time_hours,15.91,hours
itsm,INC-0107,priority_weight,4.0,weight
itsm,INC-0108,resolution_time_hours,19.04,hours
itsm,INC-0108,priority_weight,4.0,weight
itsm,INC-0109,resolution_time_hours,9.4,hours
itsm,INC-0109,priority_weight,8.0,weight
itsm,INC-0110,resolution_time_hours,23.54,hours
itsm,INC-0110,priority_weight,4.0,weight
itsm,INC-0111,resolution_time_hours,25.85,hours
itsm,INC-0111,priority_weight,8.0,weight
itsm,INC-0112,resolution_time_hours,10.05,hours
itsm,INC-0112,priority_weight,1.0,weight
itsm,INC-0113,resolution_time_hours,20.52,hours
itsm,INC-0113,priority_weight,2.0,weight
itsm,INC-0114,resolution_time_hours,20.41,hours
itsm,INC-0114,priority_weight,2.0,weight
itsm,INC-0115,resolution_time_hours,16.04,hours
itsm,INC-0115,priority_weight,8.0,weight
itsm,INC-0116,resolution_time_hours,15.67,hours
itsm,INC-0116,priority_weight,1.0,weight
itsm,INC-0117,resolution_time_hours,13.75,hours
itsm,INC-0117,priority_weight,2.0,weight
itsm,INC-0118,resolution_time_hours,20.04,hours
itsm,INC-0118,priority_weight,4.0,weight
itsm,INC-0119,resolution_time_hours,30.78,hours
itsm,INC-0119,priority_weight,2.0,weight
itsm,INC-0120,resolution_time_hours,18.84,hours
itsm,INC-0120,priority_weight,8.0,weight
itsm,INC-0121,resolution_time_hours,16.0,hours
itsm,INC-0121,priority_weight,8.0,weight
itsm,INC-0122,resolution_time_hours,7.63,hours
itsm,INC-0122,priority_weight,2.0,weight
itsm,INC-0123,resolution_time_hours,28.97,hours
itsm,INC-0123,priority_weight,8.0,weight
itsm,INC-0124,resolution_time_hours,12.56,hours
itsm,INC-0124,priority_weight,2.0,weight
itsm,INC-0125,resolution_time_hours,24.36,hours
itsm,INC-0125,priority_weight,8.0,weight
itsm,INC-0126,resolution_time_hours,18.92,hours
itsm,INC-0126,priority_weight,2.0,weight
itsm,INC-0127,resolution_time_hours,14.83,hours
itsm,INC-0127,priority_weight,2.0,weight
itsm,INC-0128,resolution_time_hours,26.74,hours
itsm,INC-0128,priority_weight,4.0,weight
itsm,INC-0129,resolution_time_hours,28.25,hours
itsm,INC-0129,priority_weight,1.0,weight
itsm,INC-0130,resolution_time_hours,7.4,hours
itsm,INC-0130,priority_weight,8.0,weight
itsm,INC-0131,resolution_time_hours,14.31,hours
itsm,INC-0131,priority_weight,8.0,weight
itsm,INC-0132,resolution_time_hours,38.25,hours
itsm,INC-0132,priority_weight,4.0,weight
itsm,INC-0133,resolution_time_hours,27.56,hours
itsm,INC-0133,priority_weight,1.0,weight
itsm,INC-0134,resolution_time_hours,14.47,hours
itsm,INC-0134,priority_weight,2.0,weight
itsm,INC-0135,resolution_time_hours,15.16,hours
itsm,INC-0135,priority_weight,1.0,weight
itsm,INC-0136,resolution_time_hours,21.47,hours
itsm,INC-0136,priority_weight,2.0,weight
itsm,INC-0137,resolution_time_hours,14.78,hours
itsm,INC-0137,priority_weight,4.0,weight
itsm,INC-0138,resolution_time_hours,17.96,hours
itsm,INC-0138,priority_weight,4.0,weight
itsm,INC-0139,resolution_time_hours,23.01,hours
itsm,INC-0139,priority_weight,2.0,weight
itsm,INC-0140,resolution_time_hours,20.17,hours
itsm,INC-0140,priority_weight,4.0,weight
itsm,INC-0141,resolution_time_hours,26.11,hours
itsm,INC-0141,priority_weight,4.0,weight
itsm,INC-0142,resolution_time_hours,10.96,hours
itsm,INC-0142,priority_weight,2.0,weight
itsm,INC-0143,resolution_time_hours,37.72,hours
itsm,INC-0143,priority_weight,2.0,weight
itsm,INC-0144,resolution_time_hours,17.3,hours
itsm,INC-0144,priority_weight,2.0,weight
itsm,INC-0145,resolution_time_hours,17.51,hours
itsm,INC-0145,priority_weight,2.0,weight
itsm,INC-0146,resolution_time_hours,18.56,hours
itsm,INC-0146,priority_weight,1.0,weight
itsm,INC-0147,resolution_time_hours,42.25,hours
itsm,INC-0147,priority_weight,2.0,weight
itsm,INC-0148,resolution_time_hours,39.55,hours
itsm,INC-0148,priority_weight,1.0,weight
itsm,INC-0149,resolution_time_hours,10.39,hours
itsm,INC-0149,priority_weight,8.0,weight
itsm,INC-0150,resolution_time_hours,18.76,hours
itsm,INC-0150,priority_weight,2.0,weight
